name	Mutations_of_interest_vs_Group_control_diff	Mutations_of_interest_vs_Group_control_p.val
MRPL43	-0.00118122219535088	0.994473121516917
MRPL44	0.301499878840044	0.16626550664238
MRPL45	-0.13967550078903	0.436533913138934
MRPL46	0.182680915821912	0.249396903668332
MRPL47	-0.086135656522714	0.63188522366359
MRPL48	0.0210940191089417	0.910199894784149
MRPL49	0.0548949725843233	0.758402199659794
MRPL50	0.357838958248129	0.145587265728533
MRPL53	0.231757717764118	0.260109659726219
MRPL54	-0.145738334930194	0.495497625822725
MRPL55	0.0157402861462224	0.953369228773607
MRPL57	0.0496802571602117	0.806514443912943
MRPL9	0.172206800095879	0.503932366765805
MRPS10	-0.485230699170428	0.0301686865104973
MRPS14	-0.0463695922013123	0.85749191929364
MRPS15	-0.0246325551436115	0.930882411102635
MRPS16	-0.336214890535214	0.0977041796710069
MRPS18B	-0.354759814227972	0.0672532279079353
MRPS2	-0.336650636264459	0.0843409129026438
MRPS22	-0.0954788449007857	0.54799062208655
MRPS23	-0.112037332365436	0.4940779182615
MRPS24	-0.0332135882269391	0.886965134978489
MRPS25	-0.204270991329512	0.432198999984923
MRPS27	-0.192374791377773	0.256057893529329
MRPS28	-0.209818589083888	0.208154029542588
MRPS31	-0.228236252416911	0.219156546415236
MRPS33	0.240774600119749	0.383008902628652
MRPS34	-0.366003806745351	0.0478786566606364
MRPS35	-0.325137873266064	0.111424611791538
MRPS36	-0.12438780620764	0.603735779826275
MRPS5	-0.290030872536288	0.178336419651804
MRPS6	-0.272806448537702	0.139053124029016
MRPS7	-0.408884199588565	0.0603641404818231
MRPS9	-0.235816664038303	0.329611331424751
MRTO4	0.0249823211160454	0.903220706054988
MSH2	0.187361620069236	0.258186215443936
MSH3	0.175308527209765	0.56974139170855
MSH6	0.50513730788272	0.00501324389580445
MSI2	0.862355552919546	0.00936700885611324
MSL1	0.319181479014583	0.156261886328155
MSN	0.092700521739129	0.629563286509917
MSRA	-0.270359518582911	0.160106520582354
MSRB3	0.41353392903766	0.204340934792195
MT-CO2	0.137333900502146	0.488055576306827
MT-CO3	0.025130206262002	0.905736536922446
MT-CYB	0.0950919811507376	0.684485656554389
MT-ND4	-0.151727914317878	0.436761080511662
MT-ND5	0.128047053128865	0.568049808736956
MTA1	-0.0552485123109498	0.745414343039876
MTA2	0.0493253860412999	0.716148150944824
MTAP	-0.14973972254565	0.42928930840259
MTCH1	0.15981615886275	0.363656687415728
MTCH2	0.0331958367367235	0.872029888333591
MTDH	-0.150989084632108	0.515433550893099
MTF2	-0.452092163461796	0.569884497848366
MTFR1L	0.657987866981875	0.0134633709049842
MTHFD1	0.299765532939144	0.0895132855071889
MTHFD1L	0.0294461279691003	0.891334047194538
MTHFD2	-0.320925526871392	0.284127361072584
MTIF2	0.0309794808755139	0.908177766990404
MTIF3	-0.0826762757596988	0.700960194401957
MTMR12	0.456297267431134	0.046498183241933
MTMR14	-0.183078988174707	0.390451281630962
MTOR	-0.236022986740952	0.0858486066171806
MTPAP	-0.277573913624188	0.345924128487268
MTPN	0.43928916920455	0.0493906473706692
MTX1	-0.13059688555861	0.399972757319914
MTX2	-0.120100587089976	0.561562594088679
MUT	-0.133856508802412	0.447288446093722
MVP	-0.269488082041949	0.502978937853704
MX1	-1.27148556576896	0.0157973582992364
MX2	-0.652551794554393	0.0527044613981316
MYADM	-0.306345108560723	0.308787677335508
MYBBP1A	-0.0290467325155497	0.890606422893889
MYCBP	0.0480336337669449	0.7050632876
MYCBP2	-0.187650518574266	0.269431476936938
MYD88	-0.0250294853590987	0.896582889811068
MYDGF	-0.148903502080785	0.452906041805004
MYH11	-0.181707652173909	0.495897213612493
MYH9	-0.0317054492753712	0.900516726326791
MYL12B	-0.000403478260871282	0.99858320155214
MYL6	-0.179949043478267	0.407352385821066
MYL6B	0.0585550447617642	0.867966101253365
MYO18A	-0.0578009240974744	0.729312373357452
MYO1C	0.329873521494664	0.450723541703779
MYO1F	-0.568679142510888	0.0372457338723247
MYO1G	-0.234072144927538	0.207667082733598
MYO9B	0.108342805035992	0.526050563419293
MZB1	0.316681810948246	0.499757823711435
MZT2B	0.181709653204665	0.357286999148893
NAA10	-0.0783950221056084	0.700575563751772
NAA15	0.0244311819818037	0.890996642410862
NAA25	-0.140633609069834	0.479286371009867
NAA35	-0.0609068359579616	0.768463665811077
NAA50	0.000252480253603693	0.998685756047649
NAAA	-0.179058730499886	0.489136380053457
NACA	0.26988846691447	0.133107440989747
NACC1	0.0255659654258924	0.901097992889628
NADK2	0.149434365308341	0.550350718734735
NADSYN1	0.00308055179488598	0.988563379430371
NAE1	0.527735799984441	0.00930599699435557
NAGA	-0.170480198504901	0.460638922226697
NAGK	-0.192045844769574	0.38917975581707
NAMPT	0.0535536379532253	0.823363104747669
NANS	-0.0331792975061447	0.853745405472567
NAP1L1	0.130709407852713	0.579384001383833
NAP1L4	0.0423540319172737	0.804091034076539
NAPA	0.165706550724632	0.371367283172044
NAPG	-0.115095453557345	0.591891722845046
NAPRT	0.594426643030722	0.0163857827827957
NARFL	-0.589751616863859	0.0570618749371131
NARS	0.04211355393074	0.771382037949942
NARS2	0.0152040342832507	0.941792926844857
NASP	0.0643831322521002	0.762200918494271
NAT10	-0.33514474171449	0.119168495082882
NBAS	0.135072647350047	0.546486978994095
NBEAL2	-0.289020479216077	0.297454293301216
NBN	0.229421537708893	0.197686787269335
NCAPD2	0.0907598108422931	0.675781405639154
NCAPG	-0.13272439437201	0.525459648574791
NCAPG2	0.231124337224401	0.381950908519925
NCAPH	0.3454205023617	0.163687076150555
NCBP1	-0.0729350724637783	0.641808302360687
NCBP2	0.287581619538917	0.131209513783595
NCDN	0.610406526225868	0.0398217425554078
NCEH1	0.0815526068149168	0.748020774203201
NCF1	-0.797374133135836	0.133996708797535
NCF2	-0.682977343729242	0.151452496426226
NCF4	-0.784539267461543	0.0296275127946132
NCK1	0.37536699510912	0.0732471443980766
NCKAP1L	-0.147411898524943	0.412015500708755
NCL	0.183561623188407	0.354224169673176
NCLN	-0.154196031003515	0.371666050128311
NCOA5	0.0334860191042843	0.954812018977926
NCOR1	-0.0178015775048124	0.872659878080054
NCSTN	-0.224973175017002	0.203193446635115
NDE1	0.309337704304319	0.15196378737858
NDNL2	0.0899911078107518	0.659084858402538
NDRG1	0.376338146894867	0.132900983129657
NDUFA10	0.130048857882407	0.758733190603945
NDUFA12	0.0791912509988997	0.682300561462329
NDUFA13	-0.00355529205377536	0.982967482362564
NDUFA2	0.0600121623631082	0.71794901300603
NDUFA3	0.202291130074181	0.333803259294923
NDUFA4	-0.00234113043478956	0.988744957939863
NDUFA5	-0.025274989136939	0.882385750175632
NDUFA6	-0.0468930866118846	0.745321106687275
NDUFA7	0.0216360527525197	0.906881190203359
NDUFA8	-0.0595387135514613	0.780353973042724
NDUFA9	-0.0611885700578974	0.713327476002849
NDUFAB1	0.101034149610307	0.774116594198238
NDUFAF2	0.0335679553292216	0.854542600326379
NDUFAF3	-0.010925234001899	0.961029210432986
NDUFAF4	-0.279791569025194	0.203311099855843
NDUFAF6	-0.230053764855898	0.317384868248419
NDUFAF7	0.426791244292849	0.0350524565108476
NDUFB1	0.0974191874215009	0.577179090558281
NDUFB10	0.130253478260862	0.418305821246527
NDUFB11	-0.449488311448469	0.0893063433407786
NDUFB2	-0.0753129872054501	0.812410151348469
NDUFB3	0.0407182216702822	0.848740008136654
NDUFB4	-0.0344418811378944	0.838011016751263
NDUFB5	0.0928863882519977	0.619004413572068
NDUFB7	-0.230963304592461	0.34651833460609
NDUFB9	0.183302947275784	0.600283001011083
NDUFC1	-0.102996912346846	0.633073995287043
NDUFC2	0.0296056601989783	0.859366480586016
NDUFS1	0.0778161053007054	0.59938312508605
NDUFS2	-0.156289063202909	0.323592651587827
NDUFS3	-0.0300424927536262	0.838251586095074
NDUFS4	0.10095750470899	0.53215997396171
NDUFS5	-0.26549387406553	0.0854733248516721
NDUFS6	-0.217184072240407	0.274642424311247
NDUFS8	0.139587870281652	0.559639188059806
NDUFV1	0.0531793259446012	0.72449272791542
NDUFV2	0.194862138195013	0.327346719411957
NDUFV3	-0.169587810553638	0.39704211554886
NECAP2	-0.136136987144869	0.459935033043668
NEDD4	-0.137219471561849	0.714892698945897
NEDD4L	0.270980624841062	0.447650661219165
NEDD8-MDP1	0.310971607944627	0.202654429695511
NEK7	0.158359978532612	0.523503167471232
NEK9	0.221612328144168	0.19096849155181
NELFA	0.129804263582368	0.35242663693286
NELFB	0.10948931809914	0.494264814225011
NELFCD	0.283846963617789	0.189689122262141
NELFE	0.073930773068879	0.659069060704223
NENF	0.0743184854691847	0.7154552273036
NFATC2IP	0.173983265639931	0.381892890527456
NFIC	0.325719774023465	0.136284228254525
NFIX	0.2294417760136	0.531062456474412
NFKB1	0.0919578181867742	0.566975309412964
NFS1	0.0763567866820267	0.580431650976591
NFU1	0.0291482214533918	0.84552787040945
NFYC	0.0740360813203367	0.699595329412219
NGDN	0.181166756651081	0.412371711851748
NHLRC2	-0.0897840319750749	0.693908676561354
NHP2	0.128477723305608	0.563204797483246
NHP2L1	0.0162788934860885	0.930823498361867
NIF3L1	0.073895473654229	0.682882152114159
NIFK	-0.152530333148018	0.392927533150094
NIP7	-0.079439921543301	0.679004724138496
NIPBL	0.0870855802518626	0.595471374049977
NIPSNAP1	-0.223463556086692	0.31056074567639
NIPSNAP3A	-0.164879303260829	0.412596642741838
NIPSNAP3B	-0.176481922245101	0.513464601593076
NIT1	0.0361093946503175	0.786068660734339
NIT2	0.052634085850098	0.775282894918692
NKRF	0.142878234291041	0.561468856274534
NLE1	0.114332461654506	0.575281832108503
NLN	-0.0338200087834721	0.883851571006554
NLRX1	0.146162687484747	0.51088543585813
NMD3	0.178713200926198	0.395882375549184
NME1	-0.129870136103808	0.543294940987742
NME2	-0.0614806956521754	0.733251399919121
NME3	-0.834804989977435	0.000399806220645753
NME6	0.0530387445319409	0.847341632622867
NME7	0.20865226020946	0.333811201678303
NMI	-0.0506928552994719	0.807416176676718
NMNAT1	-0.176077360418956	0.310119323567831
NMT1	0.109787868099023	0.487670556056788
NNT	-0.0230756444604232	0.895889478060165
NO66	0.344200560583012	0.0514155314389674
NOB1	-0.120185561697838	0.649877340521017
NOC2L	-0.233314315877413	0.326803030495289
NOC3L	-0.283837731384471	0.239986619852339
NOC4L	-0.203174074020009	0.461360833712755
NOL11	-0.363621923256643	0.103577321162136
NOL6	0.0862090177879544	0.72767621308655
NOL7	0.0231695649047943	0.929604468097456
NOL8	-0.133873044620165	0.65363584795993
NOL9	-0.101187748325266	0.643086972152729
NOLC1	-0.0522488076415932	0.814803881684786
NOM1	-0.232837552809803	0.286607717102499
NOMO1	-0.0643841504148774	0.805270850541504
NOMO3	-0.28183493297373	0.074223586188895
NONO	0.176801449275356	0.273207181983594
NOP10	-0.146899808823676	0.689480081392728
NOP14	-0.188263195128098	0.420083327893493
NOP2	-0.0371444859478061	0.855461110049279
NOP56	-0.239640376811593	0.294102174670325
NOP58	0.0598041671139491	0.791414607690238
NOP9	-0.251769181288852	0.237088137685587
NOSIP	-0.199862006730232	0.365650457173382
NPC1	0.113726464741168	0.620921952414799
NPC2	-0.199876011076331	0.512557374808938
NPEPL1	0.226578430456179	0.340010623348331
NPEPPS	0.0282685797101401	0.848656385186499
NPLOC4	-0.029598183099079	0.835863063943184
NPM1	0.0233479999999915	0.902334322907704
NPM3	-0.571702456614815	0.0767638564905277
NPTN	-0.157712704656539	0.492040012727484
NR2C2	0.13902937952799	0.446875953291838
NR2C2AP	0.271429964606025	0.320412062555848
NR3C1	0.211133587112226	0.227102121576033
NRAS	-0.0346760151588121	0.820361605496344
NRBP1	0.324633071965193	0.0934521499850218
NRD1	-0.156498162994378	0.380280847498263
NRDE2	-0.250115197599845	0.223273460119458
NRF1	0.187348066061922	0.478040039626208
NRM	0.0728006879216103	0.718830165595973
NSDHL	-0.0435909097583487	0.812863774754051
NSF	-0.231192028985511	0.159207219989602
NSFL1C	0.0685895169840158	0.709128851515325
NSL1	0.153353404454061	0.52376832318322
NSMAF	0.105742120481278	0.641541457157082
NSMCE1	0.069182840930921	0.755575892260886
NSMCE4A	0.0125930608912732	0.947145510536061
NSUN2	-0.174877277888807	0.393915293762064
NSUN4	0.288240224880321	0.366684676696011
NSUN5	-0.286991072852741	0.0839531446060876
NT5C	0.169747852292577	0.593374088388962
NT5C2	-0.239644035688706	0.175462929180079
NT5DC1	-0.0199548659816458	0.924182614855486
NTMT1	0.063125827021242	0.792375422389848
NTPCR	0.320094108762071	0.294921271367746
NUB1	0.035658119078974	0.835984899770329
NUBP1	0.0268708278823944	0.9236928823732
NUBP2	-0.00348735917845744	0.984633110802881
NUCB1	-0.554187536231886	0.00889998376696578
NUCB2	-0.299227356997342	0.139196992901268
NUCKS1	0.683953677767651	0.0832323496496866
NUDC	0.220024612595385	0.264770593617519
NUDCD1	0.301171900332497	0.135476456420186
NUDCD2	0.340954531424071	0.14589035233166
NUDT1	0.359802310770736	0.0589247797787113
NUDT16	0.123248333976733	0.525207535589317
NUDT16L1	0.0688004354994032	0.770658547285498
NUDT19	-0.313700040872309	0.185580531446997
NUDT2	0.289577987717593	0.458868925935283
NUDT21	0.0978968405797112	0.432565594291723
NUDT5	-0.128023942028992	0.505345248650899
NUFIP2	0.0764976038424177	0.694908567384832
NUMA1	0.226728264904615	0.188045260404775
NUMB	-0.109022563539162	0.692495635102748
NUP107	-0.0613115775892581	0.70766105777761
NUP133	0.0346888550703284	0.84293867239095
NUP153	-0.107726560798838	0.465068342714238
NUP155	-0.194036125508585	0.269199523329764
NUP160	-0.0257925231466558	0.866014807798288
NUP188	-0.0715187641294399	0.698231859641812
NUP205	-0.178324931962699	0.314729217623577
NUP210	-0.0169537703884473	0.933048064828566
NUP214	-0.112962372776192	0.41755184219102
NUP35	-0.156021691244209	0.430699579388151
NUP37	-0.0417463648950367	0.841757536526644
NUP43	-0.00204790421791756	0.989885248498159
NUP50	-0.0360712020643597	0.785506623051518
NUP54	-0.0823540074297107	0.545138682595397
NUP62	-0.130340705500338	0.373846934751659
NUP85	0.00265854404572607	0.987749951683717
NUP88	-0.0655629680554384	0.615011275333101
NUP93	-0.0829037101449259	0.597095436411327
NUP98	0.0391837853216046	0.762176229966545
NUPL1	-0.24375571473972	0.139512310744791
NUTF2	0.211984499600931	0.304572348899362
NXF1	0.163034538902934	0.241126963168085
OAS2	-0.48731791090453	0.146458814355348
OAS3	0.0347170309542051	0.903169062312863
OAT	0.5975104280664	0.1954008115344
OBSCN	-0.872106678454895	0.00162049975689664
OCIAD1	-0.239442945257537	0.124612475112565
OCIAD2	0.347609180489849	0.327026856740259
ODF2	0.0741151180203179	0.699140146580803
ODR4	0.312853164930953	0.290963954632948
OGDH	-0.329719855072462	0.0427972710975848
OGFR	-0.246235010428467	0.160693738325673
OGFRL1	-0.645953657532523	0.0356502215693173
OGT	0.227839275621225	0.118997439755858
OLA1	0.219600579710143	0.162948447555193
OMA1	-0.337579720442836	0.125343401383881
OPA1	0.156647509191966	0.303934423953353
OPA3	0.013284208205576	0.958394432958642
ORAI1	-0.259411779500402	0.281947699747052
ORC2	0.29493476509014	0.176010063124639
ORC3	-0.552197781793403	0.553973903023833
ORC5	-0.0178147083517075	0.942173863844657
ORM2	-0.468029623188404	0.259045587052788
ORMDL2	-0.320918504644119	0.278184856425886
OSBP	0.0756585891013266	0.579265393568836
OSBPL1A	-0.197106890769824	0.486057817347353
OSBPL8	-0.145799734549733	0.306524860962667
OSBPL9	-0.118775065358097	0.608904028486311
OSGEP	-0.0436211884057975	0.8627255099484
OSTF1	0.263178382294868	0.284504687701769
OTUB1	0.178227474578428	0.288683358180262
OTUD4	0.0946024751130565	0.499149258593302
OTUD6B	0.0666090116693798	0.691096299314719
OTULIN	0.0527237659427051	0.835464735221305
OVCA2	-0.157963257409119	0.547336331355905
OXA1L	-0.0526645623484789	0.714270069523305
OXCT1	0.163916620983095	0.507964301408247
OXR1	0.297020540174298	0.18713986434748
OXSM	0.0583049063032419	0.745772973066911
OXSR1	0.206656400236447	0.224097128441255
P2RX4	-0.488631915565882	0.150473443558114
P4HA1	0.699959779128891	0.00703176600330897
P4HB	-0.666749942028993	0.0131654746681291
PA2G4	0.0615942318840546	0.650130361673396
PAAF1	0.0303203447337577	0.906093413712767
PABPC1	-0.0124276211742611	0.935688321223934
PABPC4	-0.0251840948536142	0.87435789228689
PABPN1	0.345361892654772	0.0458517219050834
PACS1	0.180931380265717	0.279455562200299
PACSIN2	-0.191702715577417	0.268447961156899
PADI4	-0.653507093355394	0.302234946217699
PAF1	0.0324546148907778	0.882613056952298
PAFAH1B1	0.09586598221426	0.517896212839564
PAFAH1B2	0.0909670430871188	0.628138386937273
PAFAH1B3	0.339867530287357	0.290857528264489
PAICS	0.374124953864001	0.109622960061922
PAIP1	0.231153725310646	0.1890208448136
PAK1	0.351707319415915	0.243266502741699
PAK2	0.0834036231884028	0.679566892822678
PAM16	-0.286007193371487	0.217189295074902
PAN3	-0.0801083864603402	0.770805868511794
PANK4	0.154353749060171	0.426239582350951
PAPOLA	0.0450577883150824	0.811251202887511
PAPSS1	-0.189845841584209	0.454889091184583
PARK7	0.0364450724637635	0.806042008432305
PARN	-0.308164857230278	0.0935106762680242
PARP1	0.0580769291919552	0.764365832001359
PARP10	-0.0871849773132283	0.731906699645688
PARP14	-0.298204289889803	0.362692417403628
PARP4	-0.349847796206882	0.161745746584595
PARVB	0.625040325687475	0.262491441493502
PARVG	0.141841109358843	0.429515775205248
PAXBP1	-0.487213888858857	0.0880717493849136
PAXIP1	0.422188618534927	0.16461499340784
PBDC1	0.0591994705237191	0.709529105220752
PBRM1	0.104035421458782	0.525240307831997
PBXIP1	0.311067341628696	0.397769470619978
PCBD1	0.334248509306367	0.213831449353939
PCBP1	0.187890741256119	0.305671480944999
PCBP2	0.406285477641639	0.0310338186752904
PCCA	0.485468555557498	0.095881413605643
PCCB	0.501535444022334	0.128315937223315
PCF11	0.0139206755831083	0.9515454872107
PCID2	0.195688847921984	0.351494790312725
PCIF1	0.269334005730197	0.285640192100138
PCK2	-0.17657751214352	0.462060637045653
PCLO	-0.211004405797105	0.735414985546705
PCMT1	-0.152370404265525	0.352012054906625
PCNA	0.102072685274429	0.61146170115192
PCNP	0.630289728343406	0.000703544289267459
PCNT	-0.201454986118838	0.259878305518273
PCYOX1	-0.148245935587919	0.570142969194159
PCYOX1L	-0.268137980295883	0.215082783013879
PCYT1A	0.067459873543994	0.639561961200402
PCYT2	-0.166755154062368	0.383773105822278
PDAP1	0.327237160027142	0.0738576264980233
PDCD10	0.241082798267755	0.135410911448087
PDCD11	-0.245576365154516	0.246294833361195
PDCD4	0.0455177721430431	0.796182115497617
PDCD5	-0.182019179373535	0.287004919409513
PDCD6	-0.075878903491013	0.579985361139174
PDCD6IP	0.0764568504800636	0.596204745754095
PDCL3	0.133256143670245	0.596945957066105
PDDC1	0.116928150256605	0.590269398903223
PDE12	0.102034181573734	0.398477332630546
PDHA1	0.0662183325011085	0.744718092537783
PDHB	0.0377206666666723	0.843930899057174
PDHX	0.189617712809328	0.275128669896454
PDIA3	-0.238295536231892	0.231408138868724
PDIA4	-0.255729519920887	0.189253497630802
PDIA5	-0.133329336521168	0.591486780205663
PDIA6	-0.21803684057971	0.271000227268656
PDK1	0.573190038713317	0.026292345031659
PDK2	0.540075836816493	0.0265236102614269
PDK3	0.156770986457413	0.507817864371421
PDLIM1	-0.228319810524606	0.585987906847714
PDLIM2	0.174393838852819	0.473700858695479
PDLIM5	0.0437824361886499	0.885875331647008
PDP1	0.0121486087458216	0.948094087162561
PDPR	-0.0226616119193821	0.918861765970969
PDS5A	0.0794211118817429	0.48082734683967
PDS5B	0.207799533530117	0.137385308746893
PDSS2	-0.253242062776799	0.265258391088207
PDXDC1	0.0131735481196849	0.949561459428482
PDXK	-0.0881642886676275	0.789047126643129
PDXP	0.415710350769158	0.0418175041634168
PDZD8	-0.166802868820913	0.560067131453064
PEA15	0.0945556421294675	0.734664053257555
PEBP1	0.531468810315708	0.0313288168123861
PECAM1	0.0991827113878934	0.753345295663024
PEF1	0.136642915370597	0.456027975357089
PELO	-0.00777626401581166	0.967815619098791
PELP1	0.148352136969891	0.467527341394199
PEPD	0.102832579710146	0.608180022240201
PES1	-0.170833751653596	0.384174705417501
PEX11B	-0.19671289309187	0.252133377146626
PEX14	0.0544550860872111	0.787399093104671
PEX16	-0.295949238247266	0.220766059108478
PEX19	0.0505357242221223	0.848248548506425
PEX3	-0.307369222484351	0.192140424475731
PF4	0.897744940102619	0.288543624090208
PFAS	0.138202422070467	0.457994457151855
PFDN1	0.261260085480533	0.157258889301981
PFDN2	0.191212175526076	0.201521492461627
PFDN4	0.434973454840371	0.0226736514784424
PFDN5	-0.0362482254753758	0.860629435317031
PFDN6	0.155811055625865	0.335171792236125
PFKL	-0.0951220990359367	0.520500417482654
PFKP	-0.295130082601407	0.160154735967583
PFN1	0.0304878550724652	0.897354199992205
PFN3	-0.0212057666247212	0.945537114269591
PGAM1	-0.345023446119921	0.170623991400267
PGAM5	-0.126893964456517	0.484106613890912
PGD	-0.203111449275365	0.454980606930585
PGK1	0.133857449275364	0.455614091759648
PGLS	0.287872586772899	0.163134009108023
PGM1	0.0593870447788802	0.806034918657333
PGM2	0.282915037272119	0.140007503711893
PGM2L1	0.0545015292893307	0.819172476554019
PGM3	-0.00081988001475608	0.997480204964499
PGP	0.0058490182342954	0.981901731986249
PGRMC1	0.0469812910559959	0.807570189239214
PGRMC2	-0.0222264689442291	0.896972865109083
PGS1	-0.227585464498771	0.209727407754497
PHAX	-0.028277086300486	0.844542958954707
PHB	0.0165355942028924	0.934877771678157
PHB2	-0.120676550724635	0.553499288483219
PHC3	0.335649522703477	0.174391166577516
PHF10	0.370183278249009	0.210774526028018
PHF14	0.135240323812665	0.466175610006157
PHF2	0.0347834628672761	0.866442240304963
PHF3	0.19048819291708	0.304415936628232
PHF5A	0.234896765658807	0.185237422602479
PHF6	-0.287976423693554	0.475374524138052
PHGDH	1.21478743245817	0.00501898903822518
PHIP	0.185672796021581	0.241538132644249
PHKA2	-0.089278680575946	0.641379649232476
PHKB	0.169405619909412	0.517609247750825
PHKG2	0.169650636026198	0.455691554467169
PHRF1	0.257186137472701	0.285087459518795
PHYKPL	0.716090562626849	0.187818022831914
PI4KA	0.0442988420566159	0.819106500716271
PIAS1	0.420286426632289	0.107900961590677
PICALM	0.420659484212269	0.0411603896431596
PIEZO1	-0.271283474850511	0.164368091823591
PIGK	-0.318344166979779	0.262807692024197
PIGN	-0.59913979196064	0.0368923049908092
PIGS	-0.179113343352716	0.382926071883885
PIGT	0.054097155885847	0.810645385515334
PIGU	0.428311948301449	0.276273059380313
PIH1D1	0.0478741118138934	0.805069640147611
PIK3AP1	0.313433559003602	0.202466628512134
PIK3C3	-0.329422506246695	0.309945329396787
PIK3CD	-0.0728208076028913	0.649537613347174
PIK3R1	0.137755121240907	0.511029097144101
PIK3R2	0.12499138936937	0.641904590598959
PIK3R4	-0.177899157528392	0.229246973870844
PIKFYVE	-0.365452588609964	0.206722091978954
PIN1	-0.00875348359227957	0.964632485868007
PIN4	0.228328090297715	0.222564234923648
PIP4K2A	0.142414258499336	0.508388855920303
PIP4K2B	0.263720701317215	0.141530023206967
PIP4K2C	0.0522031816574362	0.821190451384173
PITHD1	0.304269615745419	0.102535032419759
PITPNA	0.0858498713460492	0.691426146259452
PITPNB	0.211118442588827	0.13200059309424
PITPNM1	-0.169890665836769	0.489511463139741
PITRM1	-0.197048571614616	0.281186564828241
PKM	0.399890753623186	0.10534825100017
PKN1	-0.395862322044653	0.164548740971714
PLA2G4A	0.192421342487295	0.425232444318989
PLAA	0.0354821635811788	0.803379028271445
PLBD2	-0.491940801640851	0.102367072669937
PLCB2	0.234362082400978	0.224428506830246
PLCB3	-0.245383763022168	0.292878661076625
PLCG2	-0.211662757664786	0.276605596977179
PLD3	-1.02743977102147	0.0198154326302439
PLD4	-0.87415438908366	0.0731243396082416
PLEC	-0.218665984023556	0.453412435373764
PLEK	-0.0529499710144918	0.852947765117265
PLEKHA2	0.104479924560968	0.574075147001795
PLEKHF2	0.00923708910957188	0.971592163598871
PLEKHO2	-0.0140568821778935	0.949385656271416
PLGRKT	0.105276533456028	0.685226947650035
PLIN3	0.217131185740442	0.343797689574091
PLOD1	-0.206741341947962	0.45419007521963
PLOD3	-0.150431182219759	0.530287754743272
PLP2	-0.0363932665916238	0.901433138643897
PLRG1	0.119543210858513	0.564050015210458
PLS3	0.00308614492752923	0.991094067391006
PLXNB2	0.0167152757550344	0.935859960699945
PM20D2	0.866286602470737	0.00202517824240681
PML	-0.057903706134411	0.791860103816933
PMM2	0.207294150059004	0.338850263987286
PMPCA	-0.0376642530368478	0.832037668494951
PMPCB	0.070974347826084	0.690375110597334
PMVK	0.179349040824071	0.301770538036143
PNISR	0.312332752241399	0.15871072649015
PNKD	0.0932679605353215	0.719996266393653
PNKP	0.019198832124351	0.90082317533867
PNN	0.072792107277408	0.616953874529512
PNO1	-0.146704984614184	0.403145089677577
PNP	0.10705098550725	0.689716328112027
PNPLA2	0.437682723771122	0.110125611873024
PNPLA6	-0.0922183986015845	0.685918695728917
PNPLA8	-0.554567899104322	0.218321635722845
PNPO	0.0983050609680376	0.695959483844253
PNPT1	-0.163669475570554	0.403968820165008
POFUT1	-0.319151587976998	0.114174290898675
POGLUT1	-0.169298642516775	0.408058114085848
POGZ	0.127876947362992	0.42949003904573
POLA1	0.35090362359481	0.249393613562397
POLB	0.125406644031086	0.571744184094161
POLD1	0.328355401883542	0.0812096862746985
POLD2	0.121806511877436	0.58499422222456
POLDIP2	0.0296611959479165	0.891905273277635
POLDIP3	0.210774331235445	0.22300990876463
POLE3	0.639912940154501	0.0655351099970348
POLG	-0.118523688702895	0.599229657584749
POLG2	-0.0603319496378631	0.788818196088491
POLR1A	0.0152683900782193	0.950513092404517
POLR1B	0.0942524176942197	0.681757555944707
POLR1C	0.34569075373965	0.137608833927105
POLR1D	0.257518714013896	0.310640767450876
POLR1E	0.0851514043722013	0.702550756902303
POLR2A	-0.214821373841644	0.159179186828556
POLR2B	-0.0646742860159044	0.671459802021926
POLR2C	-0.00688636089232197	0.963050953510272
POLR2D	0.647527859006129	0.110485982611209
POLR2E	0.224436984430927	0.234518816681893
POLR2G	0.0432976284994826	0.767143227026848
POLR2H	0.231850718512796	0.17920987793252
POLR2L	0.20615945501623	0.407550243874129
POLR3A	-0.146572523201062	0.456034589400546
POLR3C	0.228310270041447	0.418055508654834
POLRMT	-0.264644387328955	0.255140037210748
POM121C	-0.0425751299899968	0.853866551020855
POMP	0.0243631045149613	0.920784945519745
POP1	-0.168693398378252	0.337380371813425
POR	-0.0726047112824695	0.715012822976296
POTEI	-0.340024289855076	0.137987567839519
POU2F1	0.156590959934622	0.404575987814381
PPA1	0.317899015664402	0.189147180349945
PPA2	0.129716290645518	0.531529497238368
PPAN-P2RY11	-0.138371239899479	0.548362494643104
PPAT	0.613310645105942	0.00379333983094919
PPBP	0.70327313984469	0.330614453285671
PPCDC	0.0682951794171931	0.717040023169427
PPCS	0.0645184108959533	0.675904581783794
PPHLN1	-0.0165598693770246	0.944233913706651
PPIA	0.318128840579703	0.13724698942395
PPIB	-0.483552	0.00438926010641005
PPID	0.249047377322935	0.226360835581764
PPIE	0.0302659002615027	0.860410575552986
PPIF	-0.0412198622087594	0.876691509444401
PPIG	0.115451574994191	0.526329829236222
PPIH	-0.0249026906307357	0.82161686924967
PPIL1	0.0269716136138136	0.857877060254306
PPIL2	-0.1895886238787	0.240884838592992
PPIL3	0.275280439312533	0.179736395960295
PPIL4	0.127378109661663	0.451002832270776
